id,Name,audience,countLearner,difficult,category,subcategory,url
105,จัดการฐานข้อมูลอย่างมีประสิทธิภาพ พร้อมวิเคราะห์ข้อมูลที่มีในไม่กี่อึดใจด้วย SQL Command,บุคคลทั่วไป,8355,พื้นฐาน,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1621421434095SQL.jpg?alt=media&token=59a85399-b56f-48f8-9ac5-59784208144e
104,วิเคราะห์ข้อมูลทางภาษา ไขปัญหาทางธุรกิจด้วย Natural Language Processing,"นักเรียน, นักศึกษา",4044,พื้นฐาน,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1621254818495NaturalLanguageProcessing.jpg?alt=media&token=128345c4-a470-4d30-99c3-49f5aaef75d4
103,ปูพื้นฐานการเงินให้มีคุณภาพ ด้วยการวางแผนการเงิน 101,,31737,พื้นฐาน,Free courses,Business,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1621235862701101.jpg?alt=media&token=85b047f0-fc42-48a5-bc26-20a64c5a2d7a
102,ออกแบบ Infographic และ Poster สำหรับขายสินค้าออนไลน์ง่ายๆด้วยตัวเอง,,32724,พื้นฐาน,Creative,Graphic Design,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1620805180514infoxfutureskill.jpg?alt=media&token=9b94a0bf-9370-495f-babe-e7a1e9ecd6fb
101,Content Writing 101 สร้างรายได้ผ่าน ‘การเขียนคอนเทนต์’,,36234,พื้นฐาน,Creative,Content,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1620370360864contentwritingreskill.png?alt=media&token=bd48296f-7f19-4e41-bae4-77c825f33ab2
100,สร้าง AR สำหรับธุรกิจดิจิทัลด้วย AR Foundation และ Unity,,6219,ปานกลาง,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1620128351495ARARFoundationUnity.jpg?alt=media&token=63b4bd86-dfcc-4511-9b2e-1f7db0add7b8
99,ปิดการขายแบบมือโปรสร้างยอดหลักล้าน ด้วยทักษะขายเก่งแบบ Top sale,นักเรียน,3279,พื้นฐาน,Business,Soft Skill,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1619801431717TopSaleCourse2.jpg?alt=media&token=64c01405-734c-4159-ba20-a9758b85075c
98,จับมือเปิดพอร์ตหุ้นสร้างเงินร้อยสู่เงินล้านแบบไม่เจ็บตัว,,3726,ปานกลาง,Business,Investment,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1619796119120TNEdit_.jpg?alt=media&token=0c6a8abf-7e6f-4ace-a192-31841b4d1c0b
97,ปูพื้นฐานเข้าใจหุ้นแบบเจาะลึกก่อนลงทุน สร้างเงินร้อยสู่เงินล้าน,,5646,พื้นฐาน,Business,Investment,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1619779410787TNEdit_.jpg?alt=media&token=50f23e3d-83f4-4180-a431-822064fe756e
96,Marketing Automation การตลาดแบบอัตโนมัติ เทคนิคเดียว จบ ครบ มัดใจทุกสิ่งที่ลูกค้าต้องการ,,3705,ปานกลาง,Business,Digital Marketing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1617002434851Automation_2.jpg?alt=media&token=f01b05a6-4848-47f0-a160-8dfc8485086b
95,เจาะลึกเทคนิคเทรดบิทคอยน์ทำกำไร ไม่กลัวติดดอย By Zipmex,,5637,พื้นฐาน,Business,Investment,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1616170159437Zipmex.jpg?alt=media&token=467481a3-664b-4be3-8248-bcec7ba363ec
94,Get started with Programming รวมสิ่งที่ต้องรู้ ก่อนเดินสู่เส้นทางโปรแกรมเมอร์,"นักเรียน, นักศึกษา",8694,พื้นฐาน,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1615975114536tn1futureskillprogram02_optimized2.png?alt=media&token=cc2a3126-47f5-4ba6-8b31-ce26762552c8
93,เปิดโลกของ Cryptocurrency สอนมือใหม่เทรดเงินสร้างกำไร!,,9465,พื้นฐาน,Business,Investment,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1614944623287TNfutureskill01.png?alt=media&token=cd1ac348-8b03-41ff-ad51-93c4d257e631
91,R Programming for Data Analysis ,,2064,ปานกลาง,Business,Data and Analytics,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1614252594013RProgrammingforDataAnalysis.jpg?alt=media&token=e9df4590-bad6-457a-bb5c-a478afd88bc3
90,พิชิตการตลาดและงานขาย หา Insight สบายๆ ด้วย Advance Report จาก Power BI,,5592,ปานกลาง,Business,Data and Analytics,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1613582789549InsightAdvanceReportPowerBI.jpg?alt=media&token=04e5eaf0-86b8-4385-be2c-abaf80ef7270
89,สร้าง Game Application ตั้งแต่เริ่มต้น จนเล่นได้จริงทั้งบน PC และ Mobile จาก Unity 3D,"นักเรียน, นักศึกษา",8331,ปานกลาง,Technology,Mobile application,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1613384380682GameApplicationPCMobileUnity3D_Edit.jpg?alt=media&token=cff26398-e453-473e-a4bb-c88885d091e0
88,วาดรูป Procreate ใน Ipad สร้างคาแรกเตอร์ให้โดดเด่นมีเอกลักษณ์แบบ Fatlipz ,,15231,ปานกลาง,Creative,Digital drawing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1624965207392ProcreateIpadFatlipz.jpg?alt=media&token=9461ab38-8866-4195-9b9a-8959eb124b0c
87,ก้าวแรกสู่ภาษาจีนเบื้องต้นแบบเข้าใจง่ายด้วยภาษาจีนเพื่อการสื่อสาร,"นักเรียน, พนักงาน",4752,พื้นฐาน,Business,Language,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1608797333199TNCourse.png?alt=media&token=1919fcc8-2f92-4b71-95f9-a31cef6d8d97
86,Dropship ขายของออนไลน์รายได้หลักแสนต่อเดือน ทำได้ง่ายๆ โดยไม่ต้องลงทุน,นักเรียน,5838,พื้นฐาน,Business,Digital Marketing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1603695166634Dropship.jpg?alt=media&token=cf09a1ec-ee8b-428c-843b-ebd93f81489c
85,สร้าง Web Application ตั้งแต่พื้นฐานด้วยภาษา Python,,6693,พื้นฐาน,Technology,Web Development,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1602579082031WebApplicationPython.jpg?alt=media&token=ddb5b721-8b80-475e-89a3-25b1df7cb8cb
84,Digital Painting วาดฉากอนิเมชั่นกับเพจ Zhowee,,3375,ปานกลาง,Creative,Digital drawing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1602058147576Perspective_3.jpg?alt=media&token=6e178495-8893-47f2-acee-158b32880b71
83,เผยเทคนิคการทำ Motion Graphic ให้ Unique สำหรับ Content Creator กับ Youtuber ชื่อดังอย่าง FATLIPZ,,4668,พื้นฐาน,Creative,Motion Graphic,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1600149041789rsz_motion1.jpg?alt=media&token=8598b1e0-b84c-4be0-ba7e-e994428b91c4
82,ติดปีกทักษะการตลาดออนไลน์ ยอดขายปังทำเองได้ด้วย Digital media strategic planning,"นักศึกษา, พนักงาน, บุคคลทั่วไป",11010,พื้นฐาน,Business,Digital Marketing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1599126346260Digitalmediastrategicplanning.jpg?alt=media&token=83f58061-41e9-4ba1-9105-70a7c51ab5e0
81,เทคนิคดูดข้อมูลจากเว็บไซต์บน internet ทั่วโลกด้วย Python Web Scraping,บุคคลทั่วไป,3585,ปานกลาง,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1598520866572WebScraping.png?alt=media&token=7a2aa4b7-70ed-4ec2-9146-ebd5bb169518
80,รวมเทคนิคทำกราฟิกเพิ่มรายได้ด้วย Advanced Illustrator,นักเรียน,3327,ปานกลาง,Creative,Graphic Design,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1597308645849advancedillustratoredit.png?alt=media&token=508da715-7f60-4837-bdf4-d964f37af44c
79,สื่อสารภาษาอังกฤษในที่ทำงานอย่างมั่นใจด้วย Office English,,35883,พื้นฐาน,Business,Language,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1596443691901OfficeEnglish1.jpg?alt=media&token=00b7f968-6f01-4c06-a58f-96100ad90690
78,"สร้าง Mobile app ""IOS และ Android"" ครบจบด้วย Flutter",,5517,ปานกลาง,Technology,Web Development,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1596116210108MobileAppIOSAndroidFlutter.jpg?alt=media&token=ea60b62a-1d2a-4c94-b198-52cbbdfb6495
77,Internet of things ตั้งแต่พื้นฐานจนสร้าง Smart Farm,"นักเรียน, นักศึกษา",5022,ปานกลาง,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1635743090247IOT.jpg?alt=media&token=5baf0d0d-a44f-447b-90a9-f49c9789a24d
76,Data visualization เล่าข้อมูลให้ง่ายด้วย Google Data Studio,"นักเรียน, นักศึกษา",5079,ปานกลาง,Business,Data and Analytics,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1594638328797DatavisualizationGoogledatastudio.jpg?alt=media&token=5c734e31-ef18-4bab-82f9-cf6be12271fa
75,พรีเซนต์ให้ชนะทุกงานด้วย Presentation Skill,,7080,พื้นฐาน,Business,Soft Skill,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1594446544139PresentationSkill.jpg?alt=media&token=ba4d3ce9-d320-4509-9455-f3ae0ad02b85
74,ทำการตลาดยุค New Normal ด้วยสุดยอดเทคนิค Creative Marketing,,5127,พื้นฐาน,Business,Digital Marketing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1592995182191CreativeMarketing2.jpg?alt=media&token=85e13e2d-b923-4e98-9600-c752501bd2a6
73,ทำพอดแคสต์ยังไง...ให้มีคนฟัง,บุคคลทั่วไป,2103,พื้นฐาน,Creative,Content,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1592927874579Podcast.jpg?alt=media&token=06cedfdd-8e7c-426c-989e-5871b0d69181
72,User Interface สำหรับเว็บขายสินค้าออน์ไลน์ (ecommerce) ฉบับเริ่มต้น,บุคคลทั่วไป,4899,พื้นฐาน,Creative,Graphic Design,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1591940078335UI_Edit.jpg?alt=media&token=721f4541-034d-457d-8421-efdf40429b01
71,วิเคราะห์ลูกค้าให้มีประสิทธิภาพด้วย Data Clustering,นักเรียน,2274,ปานกลาง,Business,Data and Analytics,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1591555414304DC.jpg?alt=media&token=b19dee1b-3cfe-4175-9ce5-16c1effd1b48
70,ทำกราฟิกขายของบนโซเซียลมีเดียด้วยตัวเอง,,5151,พื้นฐาน,Creative,Graphic Design,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1591361298250GAD.jpg?alt=media&token=c24b7b00-5933-4002-bd07-153c1f2ea9db
69,เจาะลึกการใช้ Excel เพื่อธุรกิจแบบมืออาชีพ,"นักเรียน, นักศึกษา, พนักงาน",12651,ปานกลาง,Business,Office Productivity,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1591021601631IEX1.jpg?alt=media&token=44eaa9ff-ee34-4e0e-a0d4-bf92d592e65b
68,ออกแบบธุรกิจให้ประสบความสำเร็จด้วย Design Thinking,,5535,พื้นฐาน,Business,Soft Skill,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1590396706559DesignThinking.jpg?alt=media&token=cd1031b8-aa33-41e8-9eba-1317eed2e7fa
67,เจาะลึก Neural Network ปัญญาประดิษฐ์,,4314,ปานกลาง,Technology,Data and Analytics,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1590302599410NeuralNetwork.jpg?alt=media&token=3ed24949-0232-4d69-a06d-29942f818315
66,สร้างสรรค์งานอาร์ตแบบมีสไตล์ด้วยแอพ Procreate ,,25914,พื้นฐาน,Creative,Digital drawing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1588601611688Procreate03.png?alt=media&token=1aca4d7c-c2a3-404d-b728-794884d165e7
65,"เริ่มต้น Devops จนทำ Automated Deployment ด้วย GCloud, Jenkin, Git ได้",บุคคลทั่วไป,4254,ปานกลาง,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1588412619254GJG.jpg?alt=media&token=b4d8004a-251b-4a38-b394-ba1e541415a7
64,วิเคราะห์ข้อมูลทางธุรกิจให้ตรงใจลูกค้าด้วย Business Analytics,"นักเรียน, นักศึกษา",14919,ปานกลาง,Business,Data and Analytics,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1588343856017BusinessAnalytics.jpg?alt=media&token=34c9399d-f5a1-4e2b-8e25-a06035f96232
63,Storytelling for Content Marketing,,6879,พื้นฐาน,Creative,Content,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1588233039821ContentMarketing_Edit02.jpg?alt=media&token=7ccf9167-0f7a-4611-b364-190eb750af42
62,ตัดต่อ Video สร้างรายได้ได้! ตั้งแต่พื้นฐานแบบ youtuber ด้วยโปรแกรม premiere pro,,5031,พื้นฐาน,Creative,Video Editing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1587911507167Premierepro101.jpg?alt=media&token=85d560b4-5933-413d-8813-a00fcb1f37a3
61,เปลี่ยนแบรนด์ให้ปัง เป็นที่น่าจดจำด้วย Branding design,,3837,พื้นฐาน,Creative,Graphic Design,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1587120969354Brandingdesign01.jpg?alt=media&token=c97e7bde-a9f9-4dd1-9b6e-f3e4d906d2b9
60,ออกแบบ Character design ง่ายๆ แบบจับมือทำไปกับเพจถุงเงิน Family,,3741,พื้นฐาน,Creative,Graphic Design,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1585735386530CharacterDesign.jpg?alt=media&token=90e395b6-d0e9-4f9c-9e96-c9310c912b14
59,Blockchain ตั้งแต่พื้นฐานจนสร้างระบบ decentralise ได้,บุคคลทั่วไป,5355,ปานกลาง,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1585304718259Blockchaindecentralise.jpg?alt=media&token=2e382ac6-77b8-4d75-9af2-dda2789aafe2
58,สร้างเว็บไซต์จากเริ่มต้นจนถึงมือโปร ด้วย HTML5/CSS3/JavaScript,,13017,พื้นฐาน,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1585028213261HTML5CSS3JavaScript.jpg?alt=media&token=419bd2d0-ef56-4251-b063-52108860ce4f
57,สร้างเว็บเองตั้งแต่เริ่มครบจบในคอร์สเดียวด้วย Wordpress Page Builder,,5241,ปานกลาง,Technology,Web Development,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1584956964604WordpressPageBuilder.jpg?alt=media&token=8a2623d3-59b4-4598-8205-82001b5b76f5
56,"คอร์สเรียนฟรี ""เจาะลึกไวรัส COVID 19"" ",,3354,ปานกลาง,Free courses,Business,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1583399254321covid19ThumbnailClip01.jpg?alt=media&token=72820c7e-d6eb-49d2-a747-9bdb257fc3b7
55,Data analytics for Business,"พนักงาน, บุคคลทั่วไป",24132,ปานกลาง,Business,Data and Analytics,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1583325266776DataanalyticsandmachinelearningwithpythonforBUSINESS2.jpg?alt=media&token=9b2ebd43-d41d-47af-a9a9-8128c6433211
54,ครบเครื่องเรื่องสร้างแบรนด์ รู้วิธีการทำการตลาดธุรกิจเครื่องสำอาง,,2100,พื้นฐาน,Business,Digital Marketing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1582031505319.jpg?alt=media&token=89625adf-3b55-47bc-8b03-6c3f7227860d
53,เพิ่มประสิทธิภาพการทำงาน ด้วย Agile process,,4764,ปานกลาง,Business,Soft Skill,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1581925844928agileprocess.jpg?alt=media&token=39a755ad-f715-4d6b-bc61-851cd6b9f70c
52,Tableau ตัวช่วยวิเคราะห์ข้อมูลอันดับ 1  ที่มืออาชีพเลือกใช้ ,,6396,พื้นฐาน,Technology,Data and Analytics,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1581414210059Tableau1.jpg?alt=media&token=b4d9146b-ce01-4517-b613-14f909d758a6
51,Data Science for everyone,,31875,ปานกลาง,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1579867928708DataScience_ForEveryone.png?alt=media&token=151bc7c6-7564-4951-8eed-97427e96dd3a
50,ทำ Content ให้มีคนเสพย์หลักล้านด้วย Super Content,,8991,พื้นฐาน,Creative,Content,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1579849599630ContentSuperContent.png?alt=media&token=07df9503-a0ea-4e02-a8dc-52518172f154
49,วิเคราะห์ข้อมูลของคุณให้เข้าใจง่ายด้วย  Power BI,,14754,พื้นฐาน,Technology,Data and Analytics,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1578904123759PowerBI.png?alt=media&token=b5dcfb97-cbf1-42b8-aaf4-ae790aaf4f70
47,ปลดล็อคหนี้ให้อยู่หมัด ด้วยการบริหารจัดการหนี้อย่างถูกวิธี,,1710,พื้นฐาน,Business,Investment,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1577058989317.jpg?alt=media&token=d79b5c62-1c2b-445a-bd72-1406b8434618
45,สร้างเว็บแอพลิเคชั่น ด้วย Vue.js framework ที่มาแรงที่สุด,,4668,ปานกลาง,Technology,Web Development,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1574760621823Vue.jsframework101.png?alt=media&token=2cf722a7-7b17-4d9f-870c-32efe52bcaa4
44,สร้าง Mobile Application ทั้ง IOS และ  Android ง่ายๆด้วย React-Native,นักศึกษา,7281,พื้นฐาน,Technology,Mobile application,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1574152831353MobileApplicationIOSAndroidReactNative101.png?alt=media&token=252273a8-c66e-44a4-9a65-9d1394180f2a
43,UpSkill  Python Programming เส้นทางสู่  Developer,นักศึกษา,31530,พื้นฐาน,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1572258971527UpskillPythonProgramming.png?alt=media&token=fe0eca51-ffab-4847-a79c-cbb78d2e37da
42,ปูเส้นทางสู่การเป็น Graphic designer ด้วย Adobe Illustrator,,3450,ปานกลาง,Creative,Graphic Design,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1571990688442GraphicDesigner.png?alt=media&token=aeada128-0194-4756-a1f4-704aa717d94a
41,กลยุทธ์การทำเพจอย่างไรให้ได้เงินด้วย Media re-architecture ,,8133,พื้นฐาน,Business,Digital Marketing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1572323859621ed.png?alt=media&token=bb8eac51-09a2-4339-a2ef-f45d46063d46
39,Bundle สุดคุ้ม Adobe After Effect+Premiere Pro,,2265,ปานกลาง,Creative,Motion Graphic,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1569225185480101.png?alt=media&token=c87672e6-3f47-4a7a-9f17-9825efcedc57
38,How To ขายของให้ได้ตังค์ ดังด้วย YouTube,,2757,พื้นฐาน,Business,Digital Marketing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F157242188895500..jpg?alt=media&token=6d82467b-21e1-45d6-af49-d77d5a7a90de
37,Isometric Design เพิ่มมูลค่าให้กับงานออกแบบ,,1617,พื้นฐาน,Creative,Graphic Design,https://firebasestorage.googleapis.com/v0/b/futureskillstaging.appspot.com/o/images%2Ffull%2F1567412989620Playlist09.png?alt=media&token=41c65c2b-c674-4b9a-b252-e4d1df7f8530
36,ทำสื่อโฆษณาทั้งภาพนิ่งและ Video ง่ายๆด้วยมือถือเครื่องเดียว !!,,4266,ปานกลาง,Creative,Video Editing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F156594337863001.png?alt=media&token=c5f972eb-eb3a-4f80-b5fa-0d8cdcc19c47
35,AI Chatbot ช่วยธุรกิจออนไลน์บน Facebook และ LINE,,4011,พื้นฐาน,Technology,Chatbot,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1564661048178AiChatbot01.png?alt=media&token=ba092f91-555f-494b-9ea2-902d1cf2b77e
34,มัดใจคนฟังให้อยู่หมัด!!! ด้วยเคล็ดลับการทำ Presentation Design จากมืออาชีพตัวจริง,,4203,พื้นฐาน,Business,Office Productivity,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1563533191121Powerpoint01.png?alt=media&token=13922bdc-1493-4d89-bfb7-b4ed92496526
33,คอร์สเดียวจบครบเครื่องเรื่อง Digital Marketing,,55362,พื้นฐาน,Business,Digital Marketing,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1562243181691DigitalMarketing01.png?alt=media&token=4f305e7f-26cd-4017-a5f5-81064500c26e
32,สร้าง Chatbot เก็บข้อมูลลูกค้าด้วย Dialogflow และ Firestore,,4623,ปานกลาง,Technology,Chatbot,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1560864189776PlaylistADVChatbot.png?alt=media&token=ae977035-521b-4c7d-ab15-bd8dc003d1ac
31,React ตั้งแต่พื้นฐาน จนสร้าง Chat Application ได้ ,,8523,ปานกลาง,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1559646415513React01.png?alt=media&token=0dbc96db-06d7-4aa8-af75-cfac2c1a841f
29,ใช้ Docker ลงมือจริง Step-by-step เป็นใน 2 ชม.,,5505,ปานกลาง,Technology,Programming,https://firebasestorage.googleapis.com/v0/b/futureskillstaging.appspot.com/o/images%2Ffull%2F1567414099233docker0playlistcover.png?alt=media&token=f4c65c6b-22fc-452b-881b-86d313dbe674
28,ทำเว็บไซต์ให้ติดหน้าแรกบน Google ทันที ด้วย Google Ads,,4173,พื้นฐาน,Business,Digital Marketing,https://firebasestorage.googleapis.com/v0/b/futureskillstaging.appspot.com/o/images%2Ffull%2F1567414229003PlaylistGoogleAds.png?alt=media&token=89a08b03-08aa-42da-aaa8-be852c1dac23
27,เรียนถ่ายรูปสวยด้วยกล้อง Mirrorless + Lightroom ปรับโทนสีด้วยตัวเอง,,4572,พื้นฐาน,Creative,Photography,https://firebasestorage.googleapis.com/v0/b/futureskillstaging.appspot.com/o/images%2Ffull%2F1567414274293Mirrorless01.png?alt=media&token=79b695dc-65e8-4f0f-a1cf-73a15b632311
26,คนรุ่นใหม่เข้าใจการลงทุน,,3684,พื้นฐาน,Business,Investment,https://firebasestorage.googleapis.com/v0/b/futureskillstaging.appspot.com/o/images%2Ffull%2F1567414331800Playlist.png?alt=media&token=d1645d53-9e57-4650-bc64-7a26417be6c5
25,เรียนเปียโนพื้นฐานสู่มือโปร,,4341,ปานกลาง,Creative,Lifestyle,https://firebasestorage.googleapis.com/v0/b/futureskillstaging.appspot.com/o/images%2Ffull%2F1567414461977Playlist05.png?alt=media&token=18f2bfa1-c425-46ef-aa75-92c6815e47e7
24,การทำงานจะง่ายขึ้นถ้ามี Creative และความคิดเชื่อมโยง,,4431,พื้นฐาน,Creative,Soft Skill,https://firebasestorage.googleapis.com/v0/b/futureskillstaging.appspot.com/o/images%2Ffull%2F1567409981913Creativity02.png?alt=media&token=7fe6522e-5cad-439b-bf47-10b410a77c4e
23,สร้างธุรกิจให้ปังด้วย Content Marketing ,,4455,พื้นฐาน,Business,Digital Marketing,https://firebasestorage.googleapis.com/v0/b/futureskillstaging.appspot.com/o/images%2Ffull%2F1567410388159content_c1.jpg?alt=media&token=fb96a3e4-8b7a-4e63-aab8-2ca506d1ab0e
22,มือใหม่หัดทำกราฟฟิคง่ายๆด้วยโปรแกรม adobe illustrator,,2205,ปานกลาง,Creative,Illustration,https://firebasestorage.googleapis.com/v0/b/futureskillstaging.appspot.com/o/images%2Ffull%2F1567410891955C18070019min.png?alt=media&token=bbc05b14-2ad3-49a9-8507-406be02b94ba
20,ทำกราฟิกแบบมืออาชีพได้แม้ไม่มีพื้นฐานกับ Canva,,4746,ปานกลาง,Creative,Graphic Design,https://firebasestorage.googleapis.com/v0/b/futureskill-211009.appspot.com/o/images%2Ffull%2F1567747744927course1canva.png?alt=media&token=a9d227d3-197a-4259-8365-301f40878afc
19,มาทำ Chatbot ง่ายๆ ด้วย Dialogflow กันเถอะ,,7311,พื้นฐาน,Technology,Chatbot,https://firebasestorage.googleapis.com/v0/b/futureskillstaging.appspot.com/o/images%2Ffull%2F1567415727731chatbot.png?alt=media&token=f95c8533-800f-45b5-9055-a94450c3bf5d
18,เรียน Photoshop แถม Illustrator สร้างกราฟิกเอง ไม่ต้องจ้างให้เสียเงิน!,"นักเรียน, นักศึกษา",6198,พื้นฐาน,Creative,Graphic Design,https://firebasestorage.googleapis.com/v0/b/futureskillstaging.appspot.com/o/images%2Ffull%2F1567415598400course3photoshop.png?alt=media&token=3ac67efe-5241-4ad4-8f1a-20069912e505
16,ปูพื้นฐาน Excel ของคุณให้พร้อม ในยุค Big Data,"นักเรียน, นักศึกษา",9537,พื้นฐาน,Business,Office Productivity,https://firebasestorage.googleapis.com/v0/b/futureskillstaging.appspot.com/o/images%2Ffull%2F1567415145171excel.png?alt=media&token=b98723c5-8873-4bde-9a8b-ec62a9624656
